0	Q24011
1	Q15617809
2	Q3591845
3	Q15617708
4	Q15617727
5	Q3044768
6	Q23380
7	Q134307
8	Q4032340
9	Q14378
10	Q3305213
11	Q19652
12	Q296955
13	Q12321255
14	Q467
15	Q1986098
16	Q4064508
17	Q3031
18	Q2367101
19	Q200539
20	Q887471
21	Q168456
22	Q169031
23	Q355304
24	Q532
25	Q148993
26	Q527
27	Q153126
28	Q487
29	Q43748
30	Q17244894
31	Q334138
32	Q142
33	Q23402
34	Q632682
35	Q499537
36	Q673833
37	Q56743364
38	Q66362718
39	Q506933
40	Q34618
41	Q40446
42	Q2839016
43	Q5448026
44	Q2642826
45	Q2192288
46	Q391788
47	Q129757
48	Q9597
49	Q42177
50	Q9103
51	Q54795
52	Q10791
53	Q2268776
54	Q43801
55	Q843533
56	Q188641
57	Q8265768
58	Q429753
59	Q184212
60	Q1047337
61	Q19019168
62	Q55629
63	Q531329
64	Q41637000
65	Q20980830
66	Q98960129
67	Q183221
68	Q1185399
69	Q19019164
70	Q275038
71	Q30883579
72	Q3323788
73	Q8441
74	Q284865
75	Q1627417
76	Q8502
77	Q165
78	Q179700
79	Q207239
80	Q16334295
81	Q1144593
82	Q175185
83	Q23442
84	Q219160
85	Q538243
86	Q7742
87	Q5597
88	Q2864737
89	Q12269950
90	Q1474884
91	Q5043
92	Q107103575
93	Q942467
94	Q3010
95	Q345
96	Q1698874
97	Q591762
98	Q56043225
99	Q56043226
100	Q56043227
101	Q1851283
102	Q154338
103	Q1990496
104	Q610877
105	Q16905563
106	Q11801536
107	Q1278452
108	Q1348059
109	Q170547
110	Q183332
111	Q51636
112	Q2529591
113	Q154326
114	Q8018
115	Q44248
116	Q235113
117	Q4817
118	Q607055
119	Q45922
120	Q638
121	Q51628
122	Q623306
123	Q9200
124	Q51624
125	Q742997
126	Q82955
127	Q273108
128	Q6581097
129	Q646708
130	Q108943532
131	Q108943550
132	Q474485
133	Q652
134	Q63883958
135	Q5
136	Q60400104
137	Q764793
138	Q16268847
139	Q16665837
140	Q685061
141	Q209726
142	Q490
143	Q849063
144	Q17489160
145	Q248726
146	Q2342844
147	Q755548
148	Q2385847
149	Q18005444
150	Q3579997
151	Q756905
152	Q40203
153	Q860861
154	Q11224919
155	Q336128
156	Q850298
157	Q37017
158	Q839734
159	Q327496
160	Q951954
161	Q94319
162	Q18668582
163	Q7358
164	Q17522703
165	Q483501
166	Q82445
167	Q1087247
168	Q2843748
169	Q2546006
170	Q33923
171	Q302
172	Q1118456
173	Q15304933
174	Q39931
175	Q24909800
176	Q188688
177	Q1167912
178	Q152509
179	Q2977868
180	Q296
181	Q3310371
182	Q40415
183	Q1168042
184	Q506294
185	Q207298
186	Q2641426
187	Q536168
188	Q3314483
189	Q14624645
190	Q23490
191	Q81727
192	Q7802
193	Q10818030
194	Q864693
195	Q836084
196	Q57216
197	Q4421
198	Q207123
199	Q643352
200	Q4358873
201	Q2095
202	Q6460735
203	Q10884
204	Q1028181
205	Q11460
206	Q1212861
207	Q19760026
208	Q15727592
209	Q483760
210	Q310437
211	Q3374376
212	Q189458
213	Q47652
214	Q165848
215	Q215414
216	Q62792
217	Q35500
218	Q14130
219	Q5094009
220	Q499
221	Q14819852
222	Q1231009
223	Q83155
224	Q15273842
225	Q973118
226	Q517
227	Q742333
228	Q3469929
229	Q566889
230	Q37068
231	Q209715
232	Q171480
233	Q151995
234	Q7729
235	Q7726
236	Q707215
237	Q151083
238	Q152785
239	Q152782
240	Q707712
241	Q290045
242	Q155734
243	Q160499
244	Q151173
245	Q124754
246	Q2981
247	Q119814
248	Q152065
249	Q170984
250	Q734844
251	Q3039121
252	Q229875
253	Q235412
254	Q550690
255	Q434541
256	Q83808
257	Q353907
258	Q2871268
259	Q356933
260	Q970505
261	Q1262731
262	Q16034143
263	Q26838339
264	Q345551
265	Q350662
266	Q376344
267	Q129409
268	Q3295307
269	Q1042154
270	Q18955941
271	Q877126
272	Q602054
273	Q685704
274	Q1381657
275	Q3826846
276	Q3068715
277	Q52927
278	Q1653400
279	Q155545
280	Q1259608
281	Q3133920
282	Q3287680
283	Q647934
284	Q210962
285	Q53508249
286	Q2269047
287	Q2827081
288	Q90
289	Q506
290	Q50001
291	Q5582
292	Q2360329
293	Q712502
294	Q34726
295	Q184353
296	Q1236032
297	Q106857709
298	Q1279269
299	Q16741305
300	Q189299
301	Q514847
302	Q15324
303	Q133279
304	Q15223957
305	Q2044369
306	Q5572480
307	Q42165
308	Q1544759
309	Q11722446
310	Q7242
311	Q3575260
312	Q171446
313	Q89
314	Q2415259
315	Q9385130
316	Q106857865
317	Q45581
318	Q2510869
319	Q2628596
320	Q130531
321	Q2632089
322	Q17147
323	Q639669
324	Q8021345
325	Q571
326	Q187947
327	Q180733
328	Q2102
329	Q46360
330	Q3196
331	Q201097
332	Q191851
333	Q5113
334	Q1367
335	Q47369
336	Q152
337	Q390409
338	Q2495957
339	Q342928
340	Q177220
341	Q39689
342	Q3537778
343	Q187456
344	Q27939
345	Q2606377
346	Q8335
347	Q187851
348	Q11422
349	Q33767
350	Q48444
351	Q2201314
352	Q128758
353	Q2571560
354	Q18810465
355	Q3060168
356	Q1345539
357	Q18197864
358	Q7790099
